case:concept:name,concept_A_ACCEPTED,concept_A_ACTIVATED,concept_A_APPROVED,concept_A_CANCELLED,concept_A_DECLINED,concept_A_FINALIZED,concept_A_PARTLYSUBMITTED,concept_A_PREACCEPTED,concept_A_REGISTERED,concept_A_SUBMITTED,concept_O_ACCEPTED,concept_O_CANCELLED,concept_O_CREATED,concept_O_DECLINED,concept_O_SELECTED,concept_O_SENT,concept_O_SENT_BACK,concept_W_Afhandelen leads,concept_W_Beoordelen fraude,concept_W_Completeren aanvraag,concept_W_Nabellen incomplete dossiers,concept_W_Nabellen offertes,concept_W_Valideren aanvraag,concept_W_Wijzigen contractgegevens
184339,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184342,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184345,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184348,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184351,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184354,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,5,0,5,0,0
184357,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0
184360,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184363,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184366,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
184369,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184372,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184379,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184382,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
184385,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0
184388,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
184391,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184394,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,18,0,0
184397,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184400,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184403,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
184406,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,20,0,0
184409,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,7,3,0
184412,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184415,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,21,3,0
184418,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184421,1,1,1,0,0,1,1,1,1,1,1,3,4,0,4,4,1,0,0,3,0,20,3,0
184424,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184427,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184430,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
184433,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,15,0,0
184436,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,15,11,0
184439,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,7,0,8,7,0
184442,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184445,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,36,0,0
184448,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184451,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184454,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
184457,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184460,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,5,0,0
184463,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184466,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
184469,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,11,0,7,3,0
184472,1,0,0,0,1,1,1,1,0,1,0,2,3,1,3,3,1,0,0,3,13,15,6,0
184475,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184478,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184481,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184484,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,7,5,5,6,0
184487,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,28,0,0,0,0
184490,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
184493,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184496,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184499,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,9,7,0
184502,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184505,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184508,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184511,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,15,0,3,3,0
184514,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184517,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184520,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,7,0,3,5,0
184523,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184526,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184529,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184535,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184538,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184541,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184544,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,15,5,6,0
184547,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184550,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184553,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184556,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184559,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184562,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184565,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184568,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
184571,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,5,0,5,3,0
184574,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184577,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184580,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184583,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184586,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
184589,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,3,0,0
184592,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,5,11,6,0
184595,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,16,20,9,0
184598,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,7,3,10,3,0
184601,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,24,0,0,0,0
184604,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,5,0,3,3,0
184607,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0
184610,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,9,0,0
184613,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184616,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184619,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,5,0,0
184622,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
184625,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,18,0,0
184628,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184631,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184634,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184637,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,5,3,0
184640,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,31,0,0,0,0
184643,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184646,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0
184649,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184652,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,7,80,5,9,0
184655,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,5,11,8,0
184658,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184661,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184664,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184667,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,10,3,0
184670,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184673,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,3,3,5,8,0
184676,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,3,3,0
184679,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0
184682,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184685,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184688,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184691,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,42,3,9,0
184694,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
184697,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0
184700,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184703,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184706,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,3,0,7,0,13,3,0
184709,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
184712,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,5,0,14,0,0
184715,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184718,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
184721,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184724,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,7,0,8,0,0
184727,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184730,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
184733,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0
184736,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,5,11,19,10,0
184739,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,5,0,7,3,0
184742,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184745,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184748,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184751,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,10,5,0
184754,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
184757,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,18,0,0
184760,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
184763,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184766,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184769,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184772,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184775,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184778,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,5,0,11,3,0
184781,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,9,9,6,0
184784,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,3,0,3,7,27,5,0
184787,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,59,3,0
184790,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
184793,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,3,0,10,3,0
184796,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
184799,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,9,0
184802,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
184805,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184808,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,3,0,8,3,0
184811,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184814,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,36,3,0
184817,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184820,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,9,3,6,0
184823,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,9,0,0,0,0
184826,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,3,0,7,0,31,0,0
184829,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,13,0,16,0,0
184832,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,20,3,0
184835,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184838,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,13,0,18,0,0
184841,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184844,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
184847,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184850,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,16,0,0
184853,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,9,7,8,0
184856,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184859,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184862,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184865,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,6,3,0
184868,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
184871,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
184874,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184877,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184880,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184883,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184886,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184889,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
184892,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184895,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,3,0,0
184898,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
184901,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184904,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184907,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184910,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184913,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184916,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184919,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184922,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0,0
184925,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184928,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,4,0,0
184931,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184934,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184937,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184940,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,19,0,0,0,0
184943,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184946,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184949,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,5,3,6,0
184952,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,14,9,17,0
184955,1,0,0,0,1,1,1,1,0,1,0,3,4,1,4,4,1,3,0,3,9,30,3,0
184958,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184961,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,23,0,3,3,0
184964,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184967,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
184970,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184973,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184976,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184979,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,11,0,5,0,0
184982,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0
184985,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,5,0,19,0,15,5,0
184988,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
184991,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,5,45,5,15,0
184994,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184997,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
185000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185003,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,5,0,30,0,0
185006,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,3,3,0
185009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185012,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185015,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185018,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
185021,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
185024,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,3,0
185027,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,11,0,20,0,0
185030,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185033,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
185036,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185039,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,7,5,6,0
185042,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185045,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,35,7,11,0
185048,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,7,0,0
185051,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,15,0,13,12,5,11,0
185054,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185057,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
185060,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,9,3,0
185063,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185066,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
185069,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,18,0,0
185072,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
185075,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,5,25,13,11,0
185078,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,7,3,0
185099,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
185102,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
185105,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,3,3,0
185108,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185111,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,3,0,7,0,23,0,0
185114,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,9,0,7,3,0
185117,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,5,0,0
185120,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185123,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,30,0,0,0,0
185126,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,11,0,14,3,0
185129,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185132,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185135,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185138,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185141,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,17,3,0
185144,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
185147,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,7,0,5,17,7,8,0
185150,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
185153,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
185156,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
185159,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,5,0
185162,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,3,9,5,8,0
